locus_tag	ftype	length_bp	gene	EC_number	COG	product
LNBKKNJO_00359	CDS	1149	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
LNBKKNJO_00360	CDS	1596	accD5_1	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
LNBKKNJO_00361	CDS	513	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
LNBKKNJO_00362	CDS	471				hypothetical protein
LNBKKNJO_00363	CDS	1167		1.3.99.-	COG1960	Acyl-CoA dehydrogenase fadE12
LNBKKNJO_00364	CDS	774	fadB_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase
LNBKKNJO_00365	CDS	603				putative protein
LNBKKNJO_00366	CDS	1998			COG4867	putative protein
LNBKKNJO_00367	CDS	1395				hypothetical protein
LNBKKNJO_00368	CDS	1572	purH		COG0138	Bifunctional purine biosynthesis protein PurH
LNBKKNJO_00369	CDS	648	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
LNBKKNJO_00370	CDS	1392				putative protein
LNBKKNJO_00371	CDS	906				34 kDa antigenic protein 
LNBKKNJO_00372	CDS	849			COG2141	putative protein
LNBKKNJO_00373	CDS	1521				hypothetical protein
LNBKKNJO_00374	CDS	702				hypothetical protein
LNBKKNJO_00375	CDS	219				hypothetical protein
LNBKKNJO_00376	CDS	903	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
LNBKKNJO_00377	CDS	1299	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
LNBKKNJO_00378	CDS	1068				hypothetical protein
LNBKKNJO_00379	CDS	474				hypothetical protein
LNBKKNJO_00380	CDS	2310	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
LNBKKNJO_00381	CDS	276				putative PPE family protein PPE40
LNBKKNJO_00382	CDS	1269	tgs2_1	2.3.1.20		putative diacyglycerol O-acyltransferase tgs2
LNBKKNJO_00383	CDS	483				hypothetical protein
LNBKKNJO_00384	CDS	777				hypothetical protein
LNBKKNJO_00385	CDS	321				hypothetical protein
LNBKKNJO_00386	CDS	726				hypothetical protein
LNBKKNJO_00387	CDS	567	pksS	1.14.-.-	COG2124	Polyketide biosynthesis cytochrome P450 PksS
LNBKKNJO_00388	CDS	627				hypothetical protein
LNBKKNJO_00389	CDS	954	ligC	6.5.1.1	COG1793	DNA ligase C
LNBKKNJO_00390	CDS	780	ligD_1		COG1793	Multifunctional non-homologous end joining protein LigD
LNBKKNJO_00391	CDS	225				hypothetical protein
LNBKKNJO_00392	CDS	411				hypothetical protein
LNBKKNJO_00393	CDS	1029				hypothetical protein
LNBKKNJO_00394	CDS	180	PPE2_1		COG5651	putative PPE family protein PPE2
LNBKKNJO_00395	CDS	312	PE5_1			PE family immunomodulator PE5
LNBKKNJO_00396	CDS	666	cyaB	4.6.1.1	COG2114	Adenylate cyclase 2
LNBKKNJO_00397	CDS	2487				hypothetical protein
LNBKKNJO_00398	CDS	579				hypothetical protein
LNBKKNJO_00399	CDS	312				hypothetical protein
LNBKKNJO_00400	CDS	2259				hypothetical protein
LNBKKNJO_00401	CDS	948				hypothetical protein
LNBKKNJO_00402	CDS	384				hypothetical protein
LNBKKNJO_00403	CDS	837				hypothetical protein
LNBKKNJO_00404	CDS	696		3.1.1.74		putative cutinase
LNBKKNJO_00405	CDS	1155	ord_1	1.4.1.26		2,4-diaminopentanoate dehydrogenase
LNBKKNJO_00406	CDS	1155				hypothetical protein
LNBKKNJO_00407	CDS	1332				hypothetical protein
LNBKKNJO_00408	CDS	444				hypothetical protein
LNBKKNJO_00409	CDS	1374				hypothetical protein
LNBKKNJO_00410	CDS	1818				hypothetical protein
LNBKKNJO_00411	CDS	471				hypothetical protein
LNBKKNJO_00412	CDS	606	lucA			Lipid uptake coordinator A
LNBKKNJO_00413	tRNA	87				tRNA-Ser(gga)
LNBKKNJO_00414	CDS	1287			COG1167	Putative aminotransferase/MSMEI_6121
LNBKKNJO_00415	CDS	1866	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
LNBKKNJO_00416	CDS	477				hypothetical protein
LNBKKNJO_00417	CDS	546				hypothetical protein
LNBKKNJO_00418	CDS	243				hypothetical protein
LNBKKNJO_00419	CDS	1320		2.1.1.-	COG2230	putative fatty acid methyltransferase
LNBKKNJO_00420	CDS	1413				hypothetical protein
LNBKKNJO_00421	CDS	438				hypothetical protein
LNBKKNJO_00422	CDS	726		3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase
LNBKKNJO_00423	CDS	444			COG0718	Nucleoid-associated protein
LNBKKNJO_00424	CDS	612	recR		COG0353	Recombination protein RecR
LNBKKNJO_00425	CDS	708	gatD	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
LNBKKNJO_00426	CDS	1155	murT	6.3.5.13	COG0769	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
LNBKKNJO_00427	CDS	855	dinG_1	3.1.-.-		3'-5' exonuclease DinG
LNBKKNJO_00428	CDS	450				hypothetical protein
LNBKKNJO_00429	CDS	564				hypothetical protein
LNBKKNJO_00430	CDS	1821	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
LNBKKNJO_00431	CDS	1599				hypothetical protein
LNBKKNJO_00432	CDS	3606		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
LNBKKNJO_00433	CDS	1281	ask	2.7.2.4	COG0527	Aspartokinase
LNBKKNJO_00434	CDS	1059	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
LNBKKNJO_00435	CDS	432				hypothetical protein
LNBKKNJO_00436	CDS	1518	PE3_1			PE family protein PE3
LNBKKNJO_00437	CDS	891	aidA			Quorum-quenching protein AidA
LNBKKNJO_00438	CDS	1083	ord_2	1.4.1.26		2,4-diaminopentanoate dehydrogenase
LNBKKNJO_00439	CDS	741	fabG3_1	1.1.1.53		3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase
LNBKKNJO_00440	CDS	1341		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
LNBKKNJO_00441	CDS	546				hypothetical protein
LNBKKNJO_00442	CDS	816				hypothetical protein
LNBKKNJO_00443	CDS	840		3.1.1.99		6-deoxy-6-sulfogluconolactonase
LNBKKNJO_00444	CDS	891	tesB_2	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
LNBKKNJO_00445	CDS	534	fgd_1	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
LNBKKNJO_00446	CDS	387				hypothetical protein
LNBKKNJO_00447	CDS	678				hypothetical protein
LNBKKNJO_00448	CDS	1155				hypothetical protein
LNBKKNJO_00449	CDS	1170	fldA_1	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
LNBKKNJO_00450	CDS	549				hypothetical protein
LNBKKNJO_00451	CDS	705				hypothetical protein
LNBKKNJO_00452	CDS	1209		1.14.-.-	COG2124	Cytochrome P450 130
LNBKKNJO_00453	CDS	969		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
LNBKKNJO_00454	CDS	762	garL	4.1.2.20		5-keto-4-deoxy-D-glucarate aldolase
LNBKKNJO_00455	CDS	735	cpnA	1.1.1.163		Cyclopentanol dehydrogenase
LNBKKNJO_00456	CDS	1506		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
LNBKKNJO_00457	CDS	1146	aes_2	3.1.1.-		Acetyl esterase
LNBKKNJO_00458	CDS	396				hypothetical protein
LNBKKNJO_00459	CDS	645	adhB_1	1.1.1.1	COG1062	Alcohol dehydrogenase B
LNBKKNJO_00460	CDS	297				hypothetical protein
LNBKKNJO_00461	CDS	216				hypothetical protein
LNBKKNJO_00462	CDS	441				hypothetical protein
LNBKKNJO_00463	CDS	138				hypothetical protein
LNBKKNJO_00464	CDS	543				hypothetical protein
LNBKKNJO_00465	CDS	1074	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
LNBKKNJO_00466	CDS	627		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
LNBKKNJO_00467	CDS	777	mlaE_1		COG0767	Intermembrane phospholipid transport system permease protein MlaE
LNBKKNJO_00468	CDS	870				hypothetical protein
LNBKKNJO_00469	CDS	1305				hypothetical protein
LNBKKNJO_00470	CDS	1041				hypothetical protein
LNBKKNJO_00471	CDS	1566				hypothetical protein
LNBKKNJO_00472	CDS	1608				hypothetical protein
LNBKKNJO_00473	CDS	1215	lprN_1			Lipoprotein LprN
LNBKKNJO_00474	CDS	1554				hypothetical protein
LNBKKNJO_00475	CDS	804				hypothetical protein
LNBKKNJO_00476	CDS	990				hypothetical protein
LNBKKNJO_00477	CDS	558				hypothetical protein
LNBKKNJO_00478	CDS	795				hypothetical protein
LNBKKNJO_00479	CDS	1128				hypothetical protein
LNBKKNJO_00480	CDS	1374				hypothetical protein
LNBKKNJO_00481	CDS	726		1.13.11.24	COG1741	Putative quercetin 2,3-dioxygenase
LNBKKNJO_00482	CDS	1428				hypothetical protein
LNBKKNJO_00483	CDS	1062	sigG		COG1595	ECF RNA polymerase sigma factor SigG
LNBKKNJO_00484	CDS	840		3.1.1.23	COG2267	Monoacylglycerol lipase
LNBKKNJO_00485	CDS	750				hypothetical protein
LNBKKNJO_00486	CDS	525				hypothetical protein
LNBKKNJO_00487	CDS	1254		3.2.1.21	COG1472	Beta-glucosidase BoGH3A
LNBKKNJO_00488	CDS	924	bglB	3.2.1.21	COG1472	Thermostable beta-glucosidase B
LNBKKNJO_00489	CDS	171	mymT			Metallothionein
LNBKKNJO_00490	CDS	483				hypothetical protein
LNBKKNJO_00491	CDS	1161	fadA5_1	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
LNBKKNJO_00492	CDS	558	kstR2_1			HTH-type transcriptional repressor KstR2
LNBKKNJO_00493	CDS	1467				putative PPE family protein PPE40
LNBKKNJO_00494	CDS	789	fabG2_1	1.-.-.-		putative oxidoreductase
LNBKKNJO_00495	CDS	1149		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
LNBKKNJO_00496	CDS	1524	fadD3_1	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
LNBKKNJO_00497	CDS	1134		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
LNBKKNJO_00498	CDS	936	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
LNBKKNJO_00499	CDS	963		1.3.99.-		Acyl-CoA dehydrogenase FadE27
LNBKKNJO_00500	CDS	1176	aspC_1	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
LNBKKNJO_00501	CDS	843	nat	2.3.1.5	COG2162	Arylamine N-acetyltransferase
LNBKKNJO_00502	CDS	612				Thioredoxin-like reductase
LNBKKNJO_00503	CDS	390				hypothetical protein
LNBKKNJO_00504	CDS	135				hypothetical protein
LNBKKNJO_00505	CDS	888				hypothetical protein
LNBKKNJO_00506	CDS	933	htpX_2	3.4.24.-		Protease HtpX
LNBKKNJO_00507	CDS	429				hypothetical protein
LNBKKNJO_00508	CDS	408				hypothetical protein
LNBKKNJO_00509	CDS	567	hsaB	1.5.1.36	COG1853	Flavin-dependent monooxygenase, reductase subunit HsaB
LNBKKNJO_00510	CDS	903	hsaC	1.13.11.25	COG0346	Iron-dependent extradiol dioxygenase
LNBKKNJO_00511	CDS	888	hsaD_1	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
LNBKKNJO_00512	CDS	1185	hsaA_1	1.14.14.12		Flavin-dependent monooxygenase, oxygenase subunit HsaA
LNBKKNJO_00513	CDS	1077	hmp_1	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
LNBKKNJO_00514	CDS	531				hypothetical protein
LNBKKNJO_00515	CDS	2136		1.3.99.-		Acyl-CoA dehydrogenase FadE34
LNBKKNJO_00516	CDS	666	kstR_1			HTH-type transcriptional repressor KstR
LNBKKNJO_00517	CDS	1080	ipsA			HTH-type transcriptional regulator IpsA
LNBKKNJO_00518	CDS	939	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
LNBKKNJO_00519	CDS	819	mntB		COG1121	Manganese transport system ATP-binding protein MntB
LNBKKNJO_00520	CDS	462				hypothetical protein
LNBKKNJO_00521	CDS	402				hypothetical protein
LNBKKNJO_00522	CDS	717				hypothetical protein
LNBKKNJO_00523	CDS	750				hypothetical protein
LNBKKNJO_00524	CDS	759	pxpA	3.5.2.9		5-oxoprolinase subunit A
LNBKKNJO_00525	CDS	921				hypothetical protein
LNBKKNJO_00526	CDS	1242	arsB		COG1055	Arsenical pump membrane protein
LNBKKNJO_00527	CDS	933		2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase
LNBKKNJO_00528	CDS	1407	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
LNBKKNJO_00529	CDS	498	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
LNBKKNJO_00530	CDS	684	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
LNBKKNJO_00531	CDS	489	carD		COG1329	RNA polymerase-binding transcription factor CarD
LNBKKNJO_00532	CDS	558	lpqE			Putative lipoprotein LpqE
LNBKKNJO_00533	CDS	1476	radA	3.6.4.-	COG1066	DNA repair protein RadA
LNBKKNJO_00534	CDS	1077	disA	2.7.7.85	COG1623	DNA integrity scanning protein DisA
LNBKKNJO_00535	CDS	822				hypothetical protein
LNBKKNJO_00536	CDS	612	mtcA2	4.2.1.1	COG0288	Carbonic anhydrase 2
LNBKKNJO_00537	CDS	885	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
LNBKKNJO_00538	CDS	768	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
LNBKKNJO_00539	CDS	318	mhuD	1.14.99.57	COG2329	Heme oxygenase (mycobilin-producing)
LNBKKNJO_00540	CDS	1371				hypothetical protein
LNBKKNJO_00541	CDS	963	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LNBKKNJO_00542	CDS	936				hypothetical protein
LNBKKNJO_00543	CDS	594				putative PPE family protein PPE40
LNBKKNJO_00544	CDS	438				hypothetical protein
LNBKKNJO_00545	CDS	1221				hypothetical protein
LNBKKNJO_00546	CDS	1620	groEL1		COG0459	60 kDa chaperonin 1
LNBKKNJO_00547	CDS	303	groS		COG0234	10 kDa chaperonin
LNBKKNJO_00548	CDS	1032	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
LNBKKNJO_00549	CDS	477	rimI	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
LNBKKNJO_00550	CDS	627			COG1214	putative protein
LNBKKNJO_00551	CDS	471	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
LNBKKNJO_00552	CDS	1122	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
LNBKKNJO_00553	CDS	1167	alr	5.1.1.1	COG0787	Alanine racemase
LNBKKNJO_00554	CDS	1386	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
LNBKKNJO_00555	CDS	1434	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
LNBKKNJO_00556	CDS	678				hypothetical protein
LNBKKNJO_00557	CDS	843				hypothetical protein
LNBKKNJO_00558	CDS	1908	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
LNBKKNJO_00559	CDS	462				hypothetical protein
LNBKKNJO_00560	CDS	840				hypothetical protein
LNBKKNJO_00561	CDS	1047		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
LNBKKNJO_00562	CDS	1398				hypothetical protein
LNBKKNJO_00563	CDS	312				hypothetical protein
LNBKKNJO_00564	CDS	1338	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
LNBKKNJO_00565	CDS	459	rpsI		COG0103	30S ribosomal protein S9
LNBKKNJO_00566	CDS	444	rplM		COG0102	50S ribosomal protein L13
LNBKKNJO_00567	CDS	297	esxT		COG4842	ESAT-6-like protein EsxT
LNBKKNJO_00568	CDS	354	esxU		COG4842	ESAT-6-like protein EsxU
LNBKKNJO_00569	CDS	1314				hypothetical protein
LNBKKNJO_00570	CDS	3666	eccC		COG1674	ESX secretion system protein EccC
LNBKKNJO_00571	CDS	1383				hypothetical protein
LNBKKNJO_00572	CDS	1212	mycP4	3.4.21.-	COG1404	Mycosin-4
LNBKKNJO_00573	CDS	1509	eccB5_1	3.6.-.-		ESX-5 secretion system ATPase EccB5
LNBKKNJO_00574	CDS	804	cut3_1	3.1.1.74		putative cutinase cut3
LNBKKNJO_00575	CDS	696	cut3_2	3.1.1.74		putative cutinase cut3
LNBKKNJO_00576	CDS	1659				hypothetical protein
LNBKKNJO_00577	CDS	1161				putative PPE family protein PPE51
LNBKKNJO_00578	CDS	1143				PPE family protein PPE26
LNBKKNJO_00579	CDS	1476	cycA		COG1113	D-serine/D-alanine/glycine transporter
LNBKKNJO_00580	CDS	714	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
LNBKKNJO_00581	CDS	570				hypothetical protein
LNBKKNJO_00582	CDS	1044	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
LNBKKNJO_00583	CDS	606	rpsD		COG0522	30S ribosomal protein S4
LNBKKNJO_00584	CDS	417	rpsK		COG0100	30S ribosomal protein S11
LNBKKNJO_00585	CDS	375	rpsM		COG0099	30S ribosomal protein S13
LNBKKNJO_00586	CDS	147				hypothetical protein
LNBKKNJO_00587	CDS	222	infA		COG0361	Translation initiation factor IF-1
LNBKKNJO_00588	CDS	897				hypothetical protein
LNBKKNJO_00589	CDS	678				hypothetical protein
LNBKKNJO_00590	CDS	2076	pbpB		COG0768	Penicillin-binding protein PbpB
LNBKKNJO_00591	CDS	1272				hypothetical protein
LNBKKNJO_00592	CDS	1215	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
LNBKKNJO_00593	CDS	432	mraZ		COG2001	Transcriptional regulator MraZ
LNBKKNJO_00594	CDS	405				hypothetical protein
LNBKKNJO_00595	CDS	846				hypothetical protein
LNBKKNJO_00596	CDS	642	lppM			Protein LppM
LNBKKNJO_00597	CDS	897				hypothetical protein
LNBKKNJO_00598	CDS	1023	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
LNBKKNJO_00599	CDS	1545	mptA	2.4.1.-		Alpha-(1->6)-mannopyranosyltransferase A
LNBKKNJO_00600	CDS	429				DNA-binding protein
LNBKKNJO_00601	CDS	1296	pknL	2.7.11.1	COG0515	Serine/threonine-protein kinase PknL
LNBKKNJO_00602	CDS	216				hypothetical protein
LNBKKNJO_00603	CDS	666		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
LNBKKNJO_00604	CDS	1083	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
LNBKKNJO_00605	CDS	1056				hypothetical protein
LNBKKNJO_00606	CDS	645		2.7.4.2		Phosphomevalonate kinase
LNBKKNJO_00607	CDS	468				hypothetical protein
LNBKKNJO_00608	CDS	1011				hypothetical protein
LNBKKNJO_00609	CDS	984	galK_1	2.7.1.6		Galactokinase
LNBKKNJO_00610	CDS	537	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
LNBKKNJO_00611	CDS	327				hypothetical protein
LNBKKNJO_00612	CDS	1017		4.2.3.182		Pristinol synthase
LNBKKNJO_00613	CDS	153				hypothetical protein
LNBKKNJO_00614	CDS	1089	nphT7	2.3.1.194		Acetoacetyl CoA synthase NphT7
LNBKKNJO_00615	CDS	1389	aroG	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
LNBKKNJO_00616	CDS	480		3.1.13.-		3'-5' exoribonuclease
LNBKKNJO_00617	CDS	867				hypothetical protein
LNBKKNJO_00618	CDS	1260		2.4.1.-		Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase
LNBKKNJO_00619	CDS	732				hypothetical protein
LNBKKNJO_00620	CDS	390				hypothetical protein
LNBKKNJO_00621	CDS	1200				hypothetical protein
LNBKKNJO_00622	CDS	435				hypothetical protein
LNBKKNJO_00623	CDS	390				hypothetical protein
LNBKKNJO_00624	CDS	1803		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
LNBKKNJO_00625	CDS	1167	pimB_1	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
LNBKKNJO_00626	CDS	402				hypothetical protein
LNBKKNJO_00627	CDS	291				hypothetical protein
LNBKKNJO_00628	CDS	1161				hypothetical protein
LNBKKNJO_00629	CDS	255				hypothetical protein
LNBKKNJO_00630	CDS	2025		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
LNBKKNJO_00631	CDS	1104	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
LNBKKNJO_00632	CDS	567	ctaE_1	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
LNBKKNJO_00633	CDS	906	qcrC	7.1.1.8	COG2010	Cytochrome bc1 complex cytochrome c subunit
LNBKKNJO_00634	CDS	1242	qcrA		COG0723	Cytochrome bc1 complex Rieske iron-sulfur subunit
LNBKKNJO_00635	CDS	1686	qcrB	7.1.1.8	COG1290	Cytochrome bc1 complex cytochrome b subunit
LNBKKNJO_00636	CDS	639				putative protein
LNBKKNJO_00637	CDS	249	mmpS3			putative transport accessory protein MmpS3
LNBKKNJO_00638	tRNA	76				tRNA-Thr(cgt)
LNBKKNJO_00639	CDS	1206				hypothetical protein
LNBKKNJO_00640	CDS	1590			COG2114	putative protein
LNBKKNJO_00641	CDS	2805	topA	5.6.2.1	COG0550	DNA topoisomerase 1
LNBKKNJO_00642	CDS	579				hypothetical protein
LNBKKNJO_00643	CDS	204	cspA_2		COG1278	putative cold shock protein A
LNBKKNJO_00644	CDS	2316	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
LNBKKNJO_00645	CDS	1032				hypothetical protein
LNBKKNJO_00646	CDS	324				hypothetical protein
LNBKKNJO_00647	CDS	267				Apoptosis inhibitor
LNBKKNJO_00648	CDS	201				hypothetical protein
LNBKKNJO_00649	CDS	603				hypothetical protein
LNBKKNJO_00650	CDS	804				hypothetical protein
LNBKKNJO_00651	CDS	1170			COG4962	Putative conjugal transfer protein
LNBKKNJO_00652	CDS	1110				putative protein
LNBKKNJO_00653	CDS	147				hypothetical protein
LNBKKNJO_00654	CDS	858		3.1.3.-	COG0560	putative phosphatase
LNBKKNJO_00655	CDS	771				hypothetical protein
LNBKKNJO_00656	CDS	1656	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
LNBKKNJO_00657	CDS	864	oppC		COG1173	Oligopeptide transport system permease protein OppC
LNBKKNJO_00658	CDS	927	dppB		COG0601	Dipeptide transport system permease protein DppB
LNBKKNJO_00659	CDS	1686	oppA		COG4166	Oligopeptide-binding protein OppA
LNBKKNJO_00660	CDS	1956	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
LNBKKNJO_00661	CDS	699				hypothetical protein
LNBKKNJO_00662	CDS	519				hypothetical protein
LNBKKNJO_00663	CDS	966	ephA_1	3.3.2.10		Epoxide hydrolase A
LNBKKNJO_00664	CDS	1203		3.4.21.-	COG0265	Serine protease
LNBKKNJO_00665	CDS	759	nudL_1	3.6.1.-		putative Nudix hydrolase NudL
LNBKKNJO_00666	CDS	606	resA_2			Thiol-disulfide oxidoreductase ResA
LNBKKNJO_00667	CDS	792	nth	4.2.99.18	COG0177	Endonuclease III
LNBKKNJO_00668	CDS	369				hypothetical protein
LNBKKNJO_00669	CDS	675	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
LNBKKNJO_00670	CDS	807	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
LNBKKNJO_00671	CDS	456				hypothetical protein
LNBKKNJO_00672	CDS	162				hypothetical protein
LNBKKNJO_00673	CDS	1023			COG0003	Putative ATPase
LNBKKNJO_00674	CDS	1161				hypothetical protein
LNBKKNJO_00675	CDS	351	whiB4			Transcriptional regulator WhiB4
LNBKKNJO_00676	CDS	2412	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
LNBKKNJO_00677	CDS	1014				hypothetical protein
LNBKKNJO_00678	CDS	1107				hypothetical protein
LNBKKNJO_00679	tRNA	75				tRNA-Pro(cgg)
LNBKKNJO_00680	CDS	270				hypothetical protein
LNBKKNJO_00681	CDS	1287		1.14.-.-		Putative cytochrome P450 137
LNBKKNJO_00682	CDS	312				hypothetical protein
LNBKKNJO_00683	CDS	231				hypothetical protein
LNBKKNJO_00684	CDS	537				hypothetical protein
LNBKKNJO_00685	CDS	522				hypothetical protein
LNBKKNJO_00686	CDS	186	rsfB		COG1366	Anti-sigma-F factor antagonist RsfB
LNBKKNJO_00687	CDS	258				hypothetical protein
LNBKKNJO_00688	CDS	1083	penE	1.14.13.170		Pentalenolactone D synthase
LNBKKNJO_00689	CDS	936		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
LNBKKNJO_00690	CDS	1221	frc_1	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
LNBKKNJO_00691	CDS	2013				hypothetical protein
LNBKKNJO_00692	CDS	666	trmR_1	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
LNBKKNJO_00693	CDS	216				hypothetical protein
LNBKKNJO_00694	CDS	1749	mntH_1			Divalent metal cation transporter MntH
LNBKKNJO_00695	CDS	756	ldtA	2.3.2.-	COG1376	L,D-transpeptidase 1
LNBKKNJO_00696	CDS	951	hdfR			HTH-type transcriptional regulator HdfR
LNBKKNJO_00697	CDS	1764	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
LNBKKNJO_00698	CDS	1635	sauT	6.2.1.-	COG0318	putative sulfoacetate--CoA ligase
LNBKKNJO_00699	CDS	477				hypothetical protein
LNBKKNJO_00700	CDS	2157			COG0480	Elongation factor G-like protein
LNBKKNJO_00701	CDS	411				hypothetical protein
LNBKKNJO_00702	CDS	501				hypothetical protein
LNBKKNJO_00703	CDS	1074				hypothetical protein
LNBKKNJO_00704	CDS	1785	treS	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
LNBKKNJO_00705	CDS	1305	mak	2.7.1.175		Maltokinase
LNBKKNJO_00706	CDS	681				hypothetical protein
LNBKKNJO_00707	CDS	1041	fbpC	2.3.1.122	COG0627	Diacylglycerol acyltransferase/mycolyltransferase Ag85C
LNBKKNJO_00708	CDS	498				hypothetical protein
LNBKKNJO_00709	CDS	456		4.2.1.17	COG2030	putative enoyl-CoA hydratase 1
LNBKKNJO_00710	CDS	1296	bbsG_1	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
LNBKKNJO_00711	CDS	633				hypothetical protein
LNBKKNJO_00712	CDS	2031				hypothetical protein
LNBKKNJO_00713	CDS	669	fabR		COG1309	HTH-type transcriptional repressor FabR
LNBKKNJO_00714	CDS	1134		1.-.-.-	COG1018	NADPH oxidoreductase
